date,location,district,water_ph,turbidity_ntu,ecoli_count_per_100ml,total_coliform_count,temperature_celsius,rainfall_mm_last_7days,population_density,sanitation_score,distance_to_healthcare_km,water_source_type,previous_outbreak_history,is_monsoon_season,month,outbreak_occurred,case_count,outbreak_probability,severity_level,disease_type,age_group_affected
2024-03-18,"Dibrugarh, Assam",Assam,8.33,2.08,25.87,90.94,28.8,4.5,97.0,3.5,3.6,Surface Water,0,0,3,1,21,0.44,High,Typhoid,Adults
2024-05-02,"Imphal, Manipur",Manipur,5.69,2.16,26.27,54.03,31.1,1.3,50.0,3.0,4.9,Bore Well,0,0,5,0,0,0.36,None,None,None
2024-11-14,"Tura, Meghalaya",Meghalaya,6.26,4.18,3.32,10.59,23.1,5.3,88.0,4.5,16.0,Bore Well,0,0,11,0,0,0.46,None,None,None
2023-06-01,"Guwahati, Assam",Assam,6.94,8.76,90.82,202.35,31.7,119.0,188.0,4.2,3.5,Bore Well,0,1,6,1,28,0.76,High,Diarrhea,Mixed
2023-02-13,"Tezpur, Arunachal Pradesh",Arunachal Pradesh,6.76,2.97,44.98,203.24,27.3,1.1,37.0,2.3,4.0,Surface Water,0,0,2,0,0,0.44,None,None,None
2023-10-11,"Guwahati, Assam",Assam,6.98,1.5,14.06,65.78,21.0,10.2,13.0,3.1,4.8,Piped Supply,0,0,10,0,0,0.29,None,None,None
2023-08-04,"Aizawl, Mizoram",Mizoram,7.45,3.42,16.81,69.06,22.3,161.0,20.0,1.3,12.5,River/Stream,0,1,8,1,61,0.95,High,Typhoid,Elderly
2024-11-02,"Agartala, Tripura",Tripura,6.71,6.85,3.67,14.24,19.3,6.7,134.0,3.0,2.9,Hand Pump,0,0,11,0,0,0.32,None,None,None
2023-10-13,"Dharmanagar, Tripura",Tripura,6.99,2.73,10.75,26.73,23.5,1.0,66.0,1.0,2.5,Piped Supply,0,0,10,1,11,0.29,Medium,Hepatitis A,Mixed
2024-01-21,"Imphal, Manipur",Manipur,6.96,0.76,8.7,36.4,25.3,5.1,66.0,3.8,10.5,Surface Water,0,0,1,0,0,0.54,None,None,None
2024-11-05,"Churachandpur, Manipur",Manipur,7.39,2.03,22.72,55.38,20.6,1.5,10.0,2.6,0.5,Piped Supply,0,0,11,0,0,0.29,None,None,None
2024-08-21,"Kohima, Nagaland",Nagaland,6.15,4.72,16.45,49.77,20.9,82.5,49.0,5.3,3.7,Bore Well,0,1,8,1,39,0.66,High,Typhoid,Mixed
2024-11-26,"Imphal, Manipur",Manipur,7.49,1.84,25.55,84.32,23.5,2.6,166.0,3.4,1.6,Surface Water,0,0,11,0,0,0.44,None,None,None
2023-08-31,"Silchar, Assam",Assam,7.92,1.75,102.95,235.88,20.6,85.9,135.0,1.8,8.6,Surface Water,0,1,8,1,47,0.95,High,Gastroenteritis,Children
2023-03-05,"Kohima, Nagaland",Nagaland,6.78,0.82,4.37,16.0,30.1,10.3,27.0,3.0,1.7,Bore Well,0,0,3,1,16,0.26,Medium,Typhoid,Children
2023-06-28,"Aizawl, Mizoram",Mizoram,7.44,3.5,8.61,25.8,25.7,140.3,105.0,2.9,14.9,Hand Pump,0,1,6,0,0,0.92,None,None,None
2024-08-10,"Churachandpur, Manipur",Manipur,7.69,11.4,19.96,78.21,20.8,79.5,24.0,3.8,10.1,Piped Supply,0,1,8,1,37,0.95,High,Diarrhea,Adults
2024-03-20,"Itanagar, Arunachal Pradesh",Arunachal Pradesh,8.09,2.43,6.93,26.76,32.5,2.6,85.0,1.2,8.0,Surface Water,0,0,3,0,0,0.44,None,None,None
2024-11-15,"Silchar, Assam",Assam,6.81,1.62,10.09,41.09,21.6,17.4,302.0,2.1,5.7,Surface Water,0,0,11,1,12,0.44,Medium,Diarrhea,Children
2023-12-15,"Dibrugarh, Assam",Assam,7.34,4.63,3.49,10.72,24.1,1.3,117.0,1.4,0.8,River/Stream,0,0,12,0,0,0.47,None,None,None
2024-08-07,"Itanagar, Arunachal Pradesh",Arunachal Pradesh,8.69,10.01,0.34,0.69,22.6,170.9,42.0,2.2,6.2,Piped Supply,0,1,8,1,36,0.95,High,Hepatitis A,Children
2024-03-25,"Lunglei, Mizoram",Mizoram,6.5,2.64,1.8,8.19,31.6,12.4,60.0,1.0,10.4,Bore Well,0,0,3,1,15,0.36,Medium,Cholera,Children
2023-05-01,"Imphal, Manipur",Manipur,6.99,0.55,12.05,42.55,24.1,3.8,59.0,3.5,8.3,River/Stream,0,0,5,1,17,0.47,Medium,Hepatitis A,Elderly
2023-09-15,"Lunglei, Mizoram",Mizoram,7.68,10.8,72.68,270.79,21.8,114.8,941.0,2.1,13.1,Bore Well,0,1,9,1,58,0.95,High,Diarrhea,Adults
2024-06-14,"Tezpur, Arunachal Pradesh",Arunachal Pradesh,6.61,3.37,3.41,8.87,26.4,144.7,48.0,1.9,8.4,Piped Supply,0,1,6,1,47,0.79,High,Typhoid,Children
2024-08-19,"Imphal, Manipur",Manipur,6.54,3.29,15.64,69.66,23.7,49.9,121.0,2.0,10.4,Piped Supply,0,1,8,1,27,0.59,High,Diarrhea,Adults
2023-12-09,"Tezpur, Arunachal Pradesh",Arunachal Pradesh,6.73,0.87,12.07,47.3,23.3,2.3,157.0,1.5,12.3,Surface Water,1,0,12,0,0,0.84,None,None,None
2024-11-10,"Tezpur, Arunachal Pradesh",Arunachal Pradesh,7.26,2.71,52.77,150.9,20.4,1.6,7.0,1.0,20.5,Surface Water,0,0,11,0,0,0.54,None,None,None
2024-07-31,"Tezpur, Arunachal Pradesh",Arunachal Pradesh,7.76,2.54,125.39,331.91,23.1,208.0,243.0,1.8,1.8,Bore Well,0,1,7,1,49,0.95,High,Diarrhea,Children
2024-07-18,"Imphal, Manipur",Manipur,7.79,0.2,13.82,48.32,22.4,70.2,13.0,3.4,21.0,Piped Supply,0,1,7,1,34,0.89,High,Diarrhea,Adults
2024-10-27,"Aizawl, Mizoram",Mizoram,7.95,1.94,17.74,58.14,22.8,0.0,14.0,2.1,8.2,Piped Supply,0,0,10,0,0,0.29,None,None,None
2023-08-22,"Guwahati, Assam",Assam,7.51,2.03,95.32,446.17,22.8,215.4,10.0,2.3,3.7,Bore Well,0,1,8,0,0,0.76,None,None,None
2024-07-01,"Kohima, Nagaland",Nagaland,6.84,4.81,21.45,57.77,23.9,42.5,116.0,2.2,9.1,Bore Well,0,1,7,1,20,0.46,Medium,Typhoid,Adults
2024-03-16,"Agartala, Tripura",Tripura,7.25,2.56,77.52,260.41,28.6,5.2,12.0,1.3,4.6,Surface Water,0,0,3,0,0,0.44,None,None,None
2024-01-12,"Aizawl, Mizoram",Mizoram,6.6,2.05,53.42,250.55,26.5,2.1,362.0,3.1,0.5,Hand Pump,0,0,1,1,10,0.32,Medium,Diarrhea,Children
2023-08-21,"Lunglei, Mizoram",Mizoram,6.6,1.93,23.36,67.33,22.5,74.0,102.0,3.2,8.3,River/Stream,0,1,8,0,0,0.95,None,None,None
2023-01-16,"Itanagar, Arunachal Pradesh",Arunachal Pradesh,8.55,3.0,2.34,7.93,22.2,8.3,7.0,2.8,3.4,Bore Well,0,0,1,0,0,0.36,None,None,None
2023-10-17,"Guwahati, Assam",Assam,8.14,10.06,12.09,47.12,22.3,3.9,48.0,1.1,6.3,River/Stream,0,0,10,1,29,0.67,High,Diarrhea,Mixed
2024-05-05,"Dimapur, Nagaland",Nagaland,7.58,0.46,12.06,24.92,29.7,5.5,53.0,1.7,18.0,Bore Well,0,0,5,0,0,0.36,None,None,None
2024-01-01,"Tezpur, Arunachal Pradesh",Arunachal Pradesh,7.06,2.66,14.43,64.81,22.4,1.3,190.0,2.2,28.7,Surface Water,0,0,1,1,29,0.54,High,Diarrhea,Elderly
2024-10-31,"Shillong, Meghalaya",Meghalaya,7.14,2.18,5.27,10.77,20.5,7.6,479.0,1.0,16.5,Piped Supply,0,0,10,0,0,0.39,None,None,None
2023-04-17,"Guwahati, Assam",Assam,6.3,0.97,1.03,3.52,28.4,0.3,24.0,4.3,5.4,Hand Pump,0,0,4,0,0,0.42,None,None,None
2023-10-14,"Silchar, Assam",Assam,7.23,4.5,26.75,125.05,21.0,1.8,39.0,2.3,1.3,Surface Water,0,0,10,0,0,0.44,None,None,None
2023-11-09,"Agartala, Tripura",Tripura,6.97,15.15,13.41,48.97,18.2,5.9,26.0,2.0,17.5,Bore Well,0,0,11,0,0,0.56,None,None,None
2023-05-26,"Guwahati, Assam",Assam,7.59,1.19,16.72,53.39,27.5,2.6,29.0,1.7,11.4,Hand Pump,0,0,5,0,0,0.42,None,None,None
2023-04-27,"Guwahati, Assam",Assam,6.87,5.17,14.21,40.27,32.2,1.8,33.0,1.9,1.6,Bore Well,1,0,4,1,36,0.56,High,Gastroenteritis,Children
2023-10-13,"Itanagar, Arunachal Pradesh",Arunachal Pradesh,7.76,0.21,3.05,8.92,20.0,0.3,45.0,2.2,2.2,Hand Pump,1,0,10,1,34,0.62,High,Diarrhea,Adults
2024-01-24,"Dibrugarh, Assam",Assam,7.95,1.25,4.39,13.12,26.4,4.7,232.0,1.8,6.5,River/Stream,1,0,1,1,42,0.77,High,Typhoid,Children
2024-09-15,"Dharmanagar, Tripura",Tripura,8.25,8.13,38.39,103.73,17.8,83.9,42.0,1.5,3.2,Piped Supply,0,1,9,1,38,0.79,High,Typhoid,Elderly
2024-09-28,"Lunglei, Mizoram",Mizoram,7.69,4.42,11.05,34.89,21.6,33.3,97.0,6.3,5.8,Bore Well,0,1,9,0,0,0.26,None,None,None
2024-11-25,"Tura, Meghalaya",Meghalaya,6.63,2.12,28.09,72.12,21.9,1.8,85.0,3.5,17.2,River/Stream,0,0,11,0,0,0.57,None,None,None
2024-08-04,"Dharmanagar, Tripura",Tripura,7.61,4.98,42.82,211.44,23.4,61.4,49.0,2.7,9.3,Surface Water,0,1,8,1,54,0.94,High,Gastroenteritis,Adults
2023-05-16,"Tezpur, Arunachal Pradesh",Arunachal Pradesh,7.46,1.17,35.48,103.45,29.3,8.3,33.0,4.2,1.4,Piped Supply,0,0,5,0,0,0.29,None,None,None
2023-10-30,"Aizawl, Mizoram",Mizoram,6.3,8.84,34.77,170.97,19.6,0.1,31.0,2.7,2.8,Bore Well,0,0,10,0,0,0.36,None,None,None
2024-11-06,"Tura, Meghalaya",Meghalaya,7.02,0.29,6.11,19.03,18.9,9.5,41.0,7.2,9.2,River/Stream,1,0,11,1,30,0.57,High,Diarrhea,Elderly
2023-07-03,"Imphal, Manipur",Manipur,7.85,5.17,14.56,67.09,23.2,75.8,174.0,3.2,3.9,Hand Pump,0,1,7,0,0,0.82,None,None,None
2024-05-06,"Dimapur, Nagaland",Nagaland,8.07,2.8,21.4,79.91,28.7,0.7,37.0,3.0,28.4,Surface Water,0,0,5,0,0,0.54,None,None,None
2023-03-23,"Tura, Meghalaya",Meghalaya,6.22,0.58,15.74,57.59,28.3,1.3,149.0,3.1,3.4,River/Stream,0,0,3,1,24,0.57,High,Diarrhea,Elderly
2023-09-23,"Itanagar, Arunachal Pradesh",Arunachal Pradesh,7.01,0.47,50.99,115.23,19.9,90.5,53.0,4.4,12.8,Surface Water,0,1,9,1,30,0.95,High,Typhoid,Children
2023-08-27,"Silchar, Assam",Assam,6.67,6.41,24.11,104.91,22.0,105.4,48.0,3.6,1.6,Surface Water,0,1,8,1,50,0.94,High,Cholera,Children
2024-07-20,"Agartala, Tripura",Tripura,9.0,4.36,8.22,27.14,24.1,78.8,19.0,6.1,2.6,Piped Supply,0,1,7,1,41,0.69,High,Hepatitis A,Elderly
2024-07-07,"Agartala, Tripura",Tripura,7.43,20.0,139.39,631.87,24.0,66.2,18.0,2.8,3.0,Surface Water,0,1,7,1,41,0.95,High,Diarrhea,Children
2023-08-31,"Shillong, Meghalaya",Meghalaya,6.04,0.98,98.56,242.8,20.4,137.2,104.0,1.3,31.4,Piped Supply,0,1,8,1,46,0.95,High,Diarrhea,Mixed
2023-10-17,"Dibrugarh, Assam",Assam,7.16,1.8,38.84,86.7,22.8,0.1,46.0,3.9,11.8,River/Stream,0,0,10,1,24,0.57,High,Diarrhea,Elderly
2024-04-26,"Tura, Meghalaya",Meghalaya,6.08,6.22,19.27,62.01,26.3,3.8,43.0,1.5,5.3,Surface Water,0,0,4,1,40,0.54,High,Diarrhea,Children
2023-04-19,"Kohima, Nagaland",Nagaland,7.38,1.32,123.86,445.4,27.0,1.1,12.0,1.0,3.0,Piped Supply,0,0,4,0,0,0.69,None,None,None
2024-06-04,"Dharmanagar, Tripura",Tripura,6.64,0.75,88.5,321.12,27.2,100.3,37.0,3.1,0.7,Piped Supply,0,1,6,1,44,0.79,High,Cholera,Adults
2024-01-26,"Dharmanagar, Tripura",Tripura,7.57,2.1,68.49,155.24,26.8,3.2,65.0,2.2,1.4,Bore Well,0,0,1,0,0,0.26,None,None,None
2023-08-18,"Kohima, Nagaland",Nagaland,6.61,8.44,4.24,8.94,21.9,88.9,71.0,2.8,2.5,River/Stream,0,1,8,1,46,0.95,High,Cholera,Children
2024-06-24,"Dharmanagar, Tripura",Tripura,7.71,6.46,108.78,520.52,23.8,58.4,34.0,1.8,6.4,Hand Pump,0,1,6,1,53,0.95,High,Diarrhea,Adults
2024-08-12,"Tura, Meghalaya",Meghalaya,6.64,2.81,101.2,292.91,20.3,63.9,62.0,2.3,1.4,Piped Supply,1,1,8,1,50,0.95,High,Diarrhea,Children
2024-12-10,"Shillong, Meghalaya",Meghalaya,8.38,0.06,15.52,77.1,23.9,0.5,50.0,1.6,7.2,Hand Pump,0,0,12,0,0,0.32,None,None,None
2024-06-01,"Silchar, Assam",Assam,7.64,4.05,73.03,245.13,30.1,66.8,34.0,1.0,11.5,Hand Pump,0,1,6,1,42,0.92,High,Diarrhea,Adults
2024-07-04,"Shillong, Meghalaya",Meghalaya,7.23,0.41,67.65,295.57,23.9,95.5,77.0,1.0,21.6,Hand Pump,0,1,7,1,48,0.92,High,Typhoid,Elderly
2023-12-16,"Aizawl, Mizoram",Mizoram,7.25,1.28,20.41,68.12,26.0,0.4,60.0,1.7,4.5,Hand Pump,0,0,12,0,0,0.32,None,None,None
2024-08-12,"Imphal, Manipur",Manipur,8.73,0.43,98.4,324.42,22.4,229.0,45.0,5.0,6.3,Surface Water,0,1,8,0,0,0.84,None,None,None
2023-01-16,"Dibrugarh, Assam",Assam,6.44,2.41,41.5,173.27,27.3,4.3,40.0,1.0,11.9,Piped Supply,0,0,1,0,0,0.49,None,None,None
2024-04-26,"Agartala, Tripura",Tripura,7.08,5.92,13.42,33.45,30.2,5.5,17.0,4.6,1.7,Bore Well,0,0,4,1,16,0.26,Medium,Diarrhea,Children
2023-05-16,"Churachandpur, Manipur",Manipur,6.17,9.09,20.75,69.85,23.7,1.3,23.0,6.8,3.6,Hand Pump,0,0,5,0,0,0.22,None,None,None
2024-02-16,"Agartala, Tripura",Tripura,7.68,9.8,9.73,45.78,31.9,8.6,222.0,7.0,7.5,Piped Supply,1,0,2,0,0,0.39,None,None,None
2024-09-23,"Silchar, Assam",Assam,7.76,10.78,18.35,91.08,17.7,107.5,50.0,2.9,4.9,Bore Well,1,1,9,1,40,0.95,High,Gastroenteritis,Mixed
2024-03-22,"Tura, Meghalaya",Meghalaya,6.29,1.37,1.44,5.41,28.7,2.6,64.0,1.0,4.3,Surface Water,0,0,3,0,0,0.54,None,None,None
2024-08-26,"Tezpur, Arunachal Pradesh",Arunachal Pradesh,6.81,4.34,21.13,61.6,21.7,111.3,300.0,3.6,16.6,River/Stream,0,1,8,1,41,0.95,High,Diarrhea,Mixed
2024-01-24,"Aizawl, Mizoram",Mizoram,8.53,1.59,22.18,76.95,27.4,2.9,24.0,1.1,8.6,River/Stream,0,0,1,1,29,0.57,High,Typhoid,Adults
2023-11-01,"Imphal, Manipur",Manipur,7.45,0.5,10.59,46.26,21.4,0.3,103.0,1.0,12.0,River/Stream,0,0,11,1,31,0.57,High,Cholera,Mixed
2023-10-20,"Aizawl, Mizoram",Mizoram,6.27,1.76,20.06,78.44,21.7,7.8,143.0,1.9,1.6,Surface Water,0,0,10,1,30,0.54,High,Gastroenteritis,Adults
2024-03-16,"Churachandpur, Manipur",Manipur,8.78,0.57,1.37,6.01,29.1,19.2,37.0,1.0,14.9,River/Stream,0,0,3,1,28,0.67,High,Diarrhea,Elderly
2023-10-08,"Imphal, Manipur",Manipur,8.13,1.43,0.92,3.8,20.6,13.3,99.0,4.5,6.1,Surface Water,1,0,10,0,0,0.74,None,None,None
2023-04-19,"Tezpur, Arunachal Pradesh",Arunachal Pradesh,6.88,4.21,30.23,118.75,31.8,0.5,192.0,3.5,13.1,Piped Supply,0,0,4,0,0,0.39,None,None,None
2024-06-04,"Dharmanagar, Tripura",Tripura,7.13,7.69,48.74,235.74,26.9,37.0,32.0,4.8,2.6,River/Stream,0,1,6,0,0,0.67,None,None,None
2024-07-06,"Churachandpur, Manipur",Manipur,9.0,12.9,9.3,44.74,25.2,125.0,125.0,1.0,10.3,Bore Well,0,1,7,1,41,0.95,High,Diarrhea,Elderly
2024-08-07,"Lunglei, Mizoram",Mizoram,6.24,3.42,9.92,22.7,21.6,262.4,23.0,1.0,1.2,River/Stream,1,1,8,1,40,0.95,High,Diarrhea,Children
2024-03-31,"Tezpur, Arunachal Pradesh",Arunachal Pradesh,6.29,0.32,7.07,31.09,29.6,2.3,40.0,1.1,0.5,Piped Supply,0,0,3,0,0,0.39,None,None,None
2024-11-15,"Silchar, Assam",Assam,6.95,3.36,24.92,96.86,22.3,2.4,7.0,2.3,9.3,Bore Well,0,0,11,1,11,0.26,Medium,Diarrhea,Adults
2024-06-03,"Aizawl, Mizoram",Mizoram,6.94,10.56,17.44,72.75,28.0,92.7,213.0,2.3,15.7,River/Stream,0,1,6,1,61,0.95,High,Typhoid,Children
2024-03-19,"Silchar, Assam",Assam,6.87,10.58,18.2,36.78,31.1,0.2,39.0,1.3,17.9,River/Stream,0,0,3,0,0,0.77,None,None,None
2024-11-07,"Itanagar, Arunachal Pradesh",Arunachal Pradesh,8.0,3.31,39.96,194.59,21.7,4.4,73.0,6.4,5.4,Bore Well,0,0,11,0,0,0.06,None,None,None
2023-09-09,"Dibrugarh, Assam",Assam,7.13,14.12,54.94,265.07,17.3,68.4,168.0,1.0,26.9,Surface Water,0,1,9,1,47,0.95,High,Diarrhea,Adults
2024-05-23,"Tura, Meghalaya",Meghalaya,8.85,0.07,5.75,19.03,27.2,5.0,92.0,2.7,4.1,Bore Well,0,0,5,0,0,0.36,None,None,None
2023-08-08,"Guwahati, Assam",Assam,8.01,4.93,81.68,168.42,19.3,145.2,181.0,1.6,9.7,Hand Pump,0,1,8,1,49,0.82,High,Diarrhea,Mixed
2024-12-05,"Tura, Meghalaya",Meghalaya,7.39,1.32,78.05,386.33,21.6,2.9,12.0,3.6,0.8,River/Stream,1,0,12,1,26,0.77,High,Typhoid,Adults
2023-11-04,"Itanagar, Arunachal Pradesh",Arunachal Pradesh,7.0,3.67,7.2,15.37,21.6,4.1,40.0,4.3,10.6,Piped Supply,0,0,11,0,0,0.39,None,None,None
2024-10-07,"Lunglei, Mizoram",Mizoram,7.34,2.09,27.41,95.47,20.4,3.4,19.0,4.2,4.9,River/Stream,0,0,10,1,24,0.47,High,Diarrhea,Elderly
2024-03-05,"Imphal, Manipur",Manipur,7.32,0.97,15.17,58.87,30.4,5.1,16.0,4.1,13.5,Hand Pump,1,0,3,0,0,0.72,None,None,None
2024-11-07,"Silchar, Assam",Assam,5.71,1.27,48.98,120.66,21.0,1.0,27.0,3.9,2.9,Hand Pump,0,0,11,0,0,0.42,None,None,None
2024-05-10,"Itanagar, Arunachal Pradesh",Arunachal Pradesh,6.11,1.89,36.2,167.16,28.9,0.3,33.0,1.1,0.8,Hand Pump,0,0,5,0,0,0.42,None,None,None
2023-01-30,"Tura, Meghalaya",Meghalaya,6.87,2.94,2.4,6.63,26.6,4.8,36.0,2.7,23.8,Surface Water,0,0,1,0,0,0.54,None,None,None
2023-03-04,"Churachandpur, Manipur",Manipur,7.25,1.76,11.45,40.07,27.5,10.0,229.0,3.0,2.6,Piped Supply,0,0,3,0,0,0.29,None,None,None
2024-03-28,"Lunglei, Mizoram",Mizoram,6.74,3.48,29.7,125.16,24.6,2.1,25.0,1.1,15.2,Bore Well,0,0,3,1,15,0.36,Medium,Hepatitis A,Elderly
2024-04-03,"Lunglei, Mizoram",Mizoram,7.07,1.0,2.31,9.36,30.8,5.2,23.0,1.9,15.2,Surface Water,0,0,4,0,0,0.54,None,None,None
2023-04-23,"Kohima, Nagaland",Nagaland,7.82,1.64,26.22,109.42,32.1,5.0,43.0,6.9,0.5,Surface Water,0,0,4,1,11,0.24,Medium,Typhoid,Mixed
2023-04-03,"Dharmanagar, Tripura",Tripura,7.53,2.35,0.2,0.67,29.6,2.6,9.0,3.5,6.1,Piped Supply,0,0,4,0,0,0.29,None,None,None
2024-11-01,"Guwahati, Assam",Assam,7.2,0.4,36.39,85.21,19.5,3.6,88.0,3.7,11.3,Piped Supply,0,0,11,0,0,0.39,None,None,None
2024-07-02,"Lunglei, Mizoram",Mizoram,6.56,5.28,28.24,59.94,26.2,166.4,10.0,3.2,1.8,Surface Water,0,1,7,1,39,0.94,High,Diarrhea,Adults
2024-07-20,"Agartala, Tripura",Tripura,6.55,10.94,7.96,24.14,22.1,34.1,45.0,4.4,9.6,Bore Well,0,1,7,0,0,0.66,None,None,None
2024-06-23,"Silchar, Assam",Assam,7.24,5.93,18.52,74.67,30.0,126.2,19.0,5.9,3.7,Hand Pump,1,1,6,1,38,0.92,High,Diarrhea,Adults
2023-02-04,"Tura, Meghalaya",Meghalaya,5.59,0.73,26.31,89.74,26.5,11.0,287.0,1.8,38.4,Hand Pump,0,0,2,1,28,0.52,High,Typhoid,Elderly
2023-03-28,"Silchar, Assam",Assam,5.87,1.31,224.44,486.54,30.6,4.5,14.0,1.0,5.2,Hand Pump,0,0,3,1,39,0.82,High,Cholera,Mixed
2023-07-18,"Itanagar, Arunachal Pradesh",Arunachal Pradesh,8.06,0.49,23.5,68.28,21.1,157.3,35.0,2.4,1.2,Piped Supply,0,1,7,1,42,0.79,High,Typhoid,Elderly
2023-10-08,"Imphal, Manipur",Manipur,7.57,2.55,44.65,126.41,21.1,4.9,38.0,5.4,13.5,Piped Supply,0,0,10,0,0,0.19,None,None,None
2024-01-21,"Tura, Meghalaya",Meghalaya,7.17,3.02,2.19,7.79,24.8,4.3,23.0,3.5,34.1,Surface Water,0,0,1,0,0,0.54,None,None,None
2024-05-09,"Tura, Meghalaya",Meghalaya,7.24,3.76,34.98,79.37,28.3,2.3,47.0,2.4,1.1,River/Stream,0,0,5,1,21,0.47,High,Gastroenteritis,Mixed
2024-01-17,"Dharmanagar, Tripura",Tripura,7.0,0.03,69.1,260.96,25.7,6.4,21.0,3.5,6.5,Bore Well,0,0,1,0,0,0.26,None,None,None
2023-01-26,"Lunglei, Mizoram",Mizoram,6.4,0.38,0.7,3.08,26.4,0.7,68.0,2.7,5.4,Hand Pump,0,0,1,0,0,0.42,None,None,None
2024-10-20,"Tura, Meghalaya",Meghalaya,7.7,0.37,2.72,6.03,17.6,5.9,602.0,2.7,4.9,Bore Well,0,0,10,1,11,0.26,Medium,Gastroenteritis,Adults
2023-03-27,"Dibrugarh, Assam",Assam,8.54,2.45,5.49,20.16,28.3,2.4,134.0,4.5,1.5,Hand Pump,0,0,3,0,0,0.42,None,None,None
2023-08-27,"Guwahati, Assam",Assam,7.3,15.92,13.26,64.65,18.4,64.5,21.0,6.3,10.2,Piped Supply,0,1,8,1,34,0.89,High,Hepatitis A,Children
2023-11-26,"Agartala, Tripura",Tripura,8.0,1.47,22.75,61.08,21.9,1.5,12.0,1.3,6.8,Hand Pump,0,0,11,1,13,0.32,Medium,Diarrhea,Mixed
2024-07-12,"Imphal, Manipur",Manipur,9.0,3.14,12.23,54.77,22.6,184.1,59.0,4.0,20.5,Surface Water,0,1,7,1,36,0.95,High,Cholera,Children
2023-04-18,"Lunglei, Mizoram",Mizoram,6.93,2.78,67.7,237.49,28.3,0.2,16.0,2.0,0.5,Hand Pump,0,0,4,1,17,0.32,Medium,Typhoid,Adults
2023-07-22,"Imphal, Manipur",Manipur,8.04,7.5,2.37,6.17,23.4,61.9,391.0,2.3,2.6,Bore Well,1,1,7,1,48,0.95,High,Typhoid,Mixed
2023-05-24,"Agartala, Tripura",Tripura,7.64,4.76,16.29,43.06,28.4,3.0,130.0,2.8,0.6,Hand Pump,0,0,5,1,11,0.32,Medium,Diarrhea,Elderly
2024-11-23,"Tura, Meghalaya",Meghalaya,9.0,1.54,8.22,32.14,26.7,3.2,131.0,5.4,4.5,River/Stream,0,0,11,0,0,0.37,None,None,None
2023-06-19,"Dibrugarh, Assam",Assam,6.5,3.72,9.8,31.02,27.9,34.4,60.0,1.3,3.5,Surface Water,0,1,6,0,0,0.74,None,None,None
2024-01-16,"Churachandpur, Manipur",Manipur,7.5,11.22,24.57,104.74,26.6,4.1,97.0,2.6,17.7,Hand Pump,0,0,1,0,0,0.62,None,None,None
2023-05-19,"Dibrugarh, Assam",Assam,9.0,1.32,4.67,15.73,28.4,11.7,13.0,3.8,7.4,Hand Pump,1,0,5,1,50,0.72,High,Diarrhea,Children
2023-11-16,"Agartala, Tripura",Tripura,7.84,0.03,19.93,68.27,21.8,2.1,33.0,6.1,14.2,Bore Well,0,0,11,0,0,0.16,None,None,None
2023-03-04,"Kohima, Nagaland",Nagaland,7.26,8.19,41.38,147.63,26.2,0.5,28.0,3.7,1.0,Surface Water,0,0,3,1,16,0.44,Medium,Diarrhea,Adults
2023-10-09,"Tura, Meghalaya",Meghalaya,7.09,6.3,2.56,9.87,21.0,4.6,31.0,1.0,23.8,Hand Pump,0,0,10,1,21,0.42,High,Typhoid,Mixed
2023-09-18,"Churachandpur, Manipur",Manipur,9.0,5.81,9.22,44.11,18.3,204.3,22.0,1.9,25.1,Surface Water,0,1,9,1,42,0.95,High,Diarrhea,Adults
2023-09-27,"Kohima, Nagaland",Nagaland,7.83,2.34,29.27,136.06,23.5,80.3,239.0,2.0,10.4,River/Stream,0,1,9,1,44,0.95,High,Diarrhea,Elderly
2024-09-22,"Dimapur, Nagaland",Nagaland,5.5,10.83,112.28,301.12,21.2,51.1,54.0,2.6,6.9,Surface Water,0,1,9,0,0,0.95,None,None,None
2023-04-04,"Tezpur, Arunachal Pradesh",Arunachal Pradesh,8.35,0.74,14.93,30.36,25.8,5.6,40.0,1.0,8.0,Surface Water,1,0,4,0,0,0.74,None,None,None
2023-11-28,"Silchar, Assam",Assam,8.21,1.16,13.45,65.08,23.8,14.6,142.0,1.8,11.7,Bore Well,1,0,11,1,33,0.66,High,Diarrhea,Elderly
2024-05-27,"Dharmanagar, Tripura",Tripura,7.55,0.91,2.61,8.54,27.8,5.0,109.0,1.2,28.6,River/Stream,0,0,5,0,0,0.57,None,None,None
2024-12-24,"Imphal, Manipur",Manipur,6.95,0.3,5.55,17.38,22.1,3.9,26.0,1.7,2.4,River/Stream,0,0,12,1,32,0.47,High,Typhoid,Adults
2023-06-20,"Dimapur, Nagaland",Nagaland,7.35,7.3,1.52,5.76,22.3,104.0,294.0,5.2,7.8,Surface Water,0,1,6,1,33,0.74,High,Diarrhea,Elderly
2024-12-02,"Silchar, Assam",Assam,7.4,1.34,20.9,71.28,22.5,6.7,75.0,4.8,5.1,Hand Pump,0,0,12,1,13,0.32,Medium,Hepatitis A,Mixed
2024-11-17,"Aizawl, Mizoram",Mizoram,7.75,4.42,6.58,21.2,19.7,0.2,116.0,2.1,1.9,Surface Water,0,0,11,0,0,0.44,None,None,None
2023-07-15,"Lunglei, Mizoram",Mizoram,6.56,1.83,32.75,120.63,25.7,87.4,27.0,3.5,13.7,Bore Well,1,1,7,1,39,0.95,High,Diarrhea,Elderly
